code;class;sex;prevalence
J10;ICD_codes;both;0.008693894055802669
755;Phecodes;male;0.008695652173913044
707;Phecodes;male;0.008695652173913044
859;Phecodes;male;0.008695652173913044
700;Phecodes;male;0.008695652173913044
756;Phecodes;male;0.008695652173913044
560;Phecodes;male;0.008695652173913044
859;Phecodes;both;0.008707978938841636
560;Phecodes;both;0.008707978938841636
1014;Phecodes;both;0.008707978938841636
I99;ICD_codes;female;0.008708272859216255
H15;ICD_codes;female;0.008708272859216255
Z74;ICD_codes;female;0.008708272859216255
H20;ICD_codes;female;0.008708272859216255
D06;ICD_codes;female;0.008708272859216255
281;Phecodes;female;0.008717762440973484
859;Phecodes;female;0.008717762440973484
165;Phecodes;female;0.008717762440973484
555;Phecodes;female;0.008717762440973484
516;Phecodes;female;0.008717762440973484
560;Phecodes;female;0.008717762440973484
N62;ICD_codes;both;0.008896077638495753
K56;ICD_codes;both;0.008896077638495753
Y93;ICD_codes;both;0.008896077638495753
159;Phecodes;both;0.008910490076954233
N00;ICD_codes;female;0.009071117561683599
K56;ICD_codes;female;0.009071117561683599
N32;ICD_codes;female;0.009071117561683599
I25;ICD_codes;female;0.009071117561683599
E88;ICD_codes;female;0.009071117561683599
R35;ICD_codes;female;0.009071117561683599
D47;ICD_codes;female;0.009071117561683599
G40;ICD_codes;female;0.009071117561683599
O02;ICD_codes;female;0.009071117561683599
O26;ICD_codes;female;0.009071117561683599
364;Phecodes;female;0.009081002542680712
739;Phecodes;female;0.009081002542680712
C78;ICD_codes;both;0.00909826122118884
D21;ICD_codes;both;0.00909826122118884
N13;ICD_codes;both;0.00909826122118884
R15;ICD_codes;both;0.00909826122118884
M80;ICD_codes;both;0.00909826122118884
134;Phecodes;both;0.009113001215066828
A63;ICD_codes;male;0.0091324200913242
S81;ICD_codes;male;0.0091324200913242
T67;ICD_codes;male;0.0091324200913242
I30;ICD_codes;male;0.0091324200913242
E06;ICD_codes;male;0.0091324200913242
M81;ICD_codes;male;0.0091324200913242
M27;ICD_codes;male;0.0091324200913242
M84;ICD_codes;male;0.0091324200913242
E05;ICD_codes;male;0.0091324200913242
K51;ICD_codes;male;0.0091324200913242
245;Phecodes;male;0.009153318077803204
242;Phecodes;male;0.009153318077803204
90;Phecodes;male;0.009153318077803204
961;Phecodes;male;0.009153318077803204
G93;ICD_codes;both;0.009300444803881924
H62;ICD_codes;both;0.009300444803881924
G50;ICD_codes;both;0.009300444803881924
E80;ICD_codes;both;0.009300444803881924
K90;ICD_codes;both;0.009300444803881924
720;Phecodes;both;0.009315512353179425
557;Phecodes;both;0.009315512353179425
653;Phecodes;both;0.009315512353179425
D62;ICD_codes;female;0.009433962264150943
R58;ICD_codes;female;0.009433962264150943
R87;ICD_codes;female;0.009433962264150943
I51;ICD_codes;female;0.009433962264150943
D21;ICD_codes;female;0.009433962264150943
O34;ICD_codes;female;0.009433962264150943
N73;ICD_codes;female;0.009433962264150943
655;Phecodes;female;0.00944424264438794
969;Phecodes;female;0.00944424264438794
644;Phecodes;female;0.00944424264438794
I50;ICD_codes;both;0.00950262838657501
D62;ICD_codes;both;0.00950262838657501
M06;ICD_codes;both;0.00950262838657501
E89;ICD_codes;both;0.00950262838657501
N90;ICD_codes;both;0.00950262838657501
428;Phecodes;both;0.009518023491292021
D62;ICD_codes;male;0.009589041095890411
L01;ICD_codes;male;0.009589041095890411
M66;ICD_codes;male;0.009589041095890411
G31;ICD_codes;male;0.009589041095890411
J47;ICD_codes;male;0.009589041095890411
G25;ICD_codes;male;0.009589041095890411
C34;ICD_codes;male;0.009589041095890411
M46;ICD_codes;male;0.009589041095890411
414;Phecodes;male;0.009610983981693364
215;Phecodes;male;0.009610983981693364
D13;ICD_codes;both;0.009704811969268095
Z47;ICD_codes;both;0.009704811969268095
189;Phecodes;both;0.009720534629404616
348;Phecodes;both;0.009720534629404616
217;Phecodes;both;0.009720534629404616
Z40;ICD_codes;female;0.009796806966618287
I47;ICD_codes;female;0.009796806966618287
J33;ICD_codes;female;0.009796806966618287
507;Phecodes;female;0.00980748274609517
256;Phecodes;female;0.00980748274609517
271;Phecodes;female;0.00980748274609517
471;Phecodes;female;0.00980748274609517
Z32;ICD_codes;both;0.00990699555196118
279;Phecodes;both;0.009923045767517213
747;Phecodes;both;0.009923045767517213
165;Phecodes;both;0.009923045767517213
M15;ICD_codes;male;0.01004566210045662
M94;ICD_codes;male;0.01004566210045662
M95;ICD_codes;male;0.01004566210045662
Z59;ICD_codes;male;0.01004566210045662
R78;ICD_codes;male;0.01004566210045662
H72;ICD_codes;male;0.01004566210045662
159;Phecodes;male;0.010068649885583524
C18;ICD_codes;both;0.010109179134654266
709;Phecodes;both;0.01012555690562981
646;Phecodes;both;0.01012555690562981
359;Phecodes;both;0.01012555690562981
80;Phecodes;both;0.01012555690562981
507;Phecodes;both;0.01012555690562981
N62;ICD_codes;female;0.010159651669085631
K25;ICD_codes;female;0.010159651669085631
G50;ICD_codes;female;0.010159651669085631
F48;ICD_codes;female;0.010159651669085631
H62;ICD_codes;female;0.010159651669085631
L26;ICD_codes;female;0.010159651669085631
R70;ICD_codes;female;0.010159651669085631
N34;ICD_codes;female;0.010159651669085631
J10;ICD_codes;female;0.010159651669085631
134;Phecodes;female;0.010170722847802398
153;Phecodes;female;0.010170722847802398
253;Phecodes;female;0.010170722847802398
858;Phecodes;female;0.010170722847802398
E21;ICD_codes;both;0.010311362717347351
N34;ICD_codes;both;0.010311362717347351
M93;ICD_codes;both;0.010311362717347351
I47;ICD_codes;both;0.010311362717347351
Z95;ICD_codes;both;0.010311362717347351
C77;ICD_codes;male;0.010502283105022832
I97;ICD_codes;male;0.010502283105022832
R16;ICD_codes;male;0.010502283105022832
C79;ICD_codes;male;0.010502283105022832
S50;ICD_codes;male;0.010502283105022832
N10;ICD_codes;male;0.010502283105022832
S30;ICD_codes;male;0.010502283105022832
N34;ICD_codes;male;0.010502283105022832
J42;ICD_codes;male;0.010502283105022832
Y93;ICD_codes;male;0.010502283105022832
L90;ICD_codes;both;0.010513546300040437
N46;ICD_codes;both;0.010513546300040437
I11;ICD_codes;both;0.010513546300040437
A63;ICD_codes;both;0.010513546300040437
D35;ICD_codes;both;0.010513546300040437
V99;ICD_codes;female;0.010522496371552975
R26;ICD_codes;female;0.010522496371552975
W64;ICD_codes;female;0.010522496371552975
T23;ICD_codes;female;0.010522496371552975
333;Phecodes;male;0.010526315789473684
416;Phecodes;male;0.010526315789473684
1014;Phecodes;male;0.010526315789473684
507;Phecodes;male;0.010526315789473684
331;Phecodes;male;0.010526315789473684
345;Phecodes;male;0.010526315789473684
577;Phecodes;male;0.010526315789473684
508;Phecodes;male;0.010526315789473684
211;Phecodes;both;0.010530579181855002
227;Phecodes;both;0.010530579181855002
858;Phecodes;both;0.010530579181855002
596;Phecodes;female;0.010533962949509626
O48;ICD_codes;both;0.010715729882733522
C77;ICD_codes;both;0.010715729882733522
215;Phecodes;both;0.010733090319967598
555;Phecodes;both;0.010733090319967598
J35;ICD_codes;female;0.01088534107402032
O36;ICD_codes;female;0.01088534107402032
I20;ICD_codes;female;0.01088534107402032
C77;ICD_codes;female;0.01088534107402032
K26;ICD_codes;female;0.01088534107402032
I78;ICD_codes;female;0.01088534107402032
R47;ICD_codes;female;0.01088534107402032
751;Phecodes;female;0.010897203051216855
M27;ICD_codes;both;0.010917913465426607
L84;ICD_codes;both;0.010917913465426607
J47;ICD_codes;both;0.010917913465426607
S50;ICD_codes;both;0.010917913465426607
Q66;ICD_codes;both;0.010917913465426607
R76;ICD_codes;both;0.010917913465426607
700;Phecodes;both;0.010935601458080195
345;Phecodes;both;0.010935601458080195
K14;ICD_codes;male;0.010958904109589041
Z56;ICD_codes;male;0.010958904109589041
I47;ICD_codes;male;0.010958904109589041
529;Phecodes;male;0.010983981693363844
384;Phecodes;male;0.010983981693363844
732;Phecodes;male;0.010983981693363844
858;Phecodes;male;0.010983981693363844
O20;ICD_codes;both;0.011120097048119693
R47;ICD_codes;both;0.011120097048119693
L01;ICD_codes;both;0.011120097048119693
N32;ICD_codes;both;0.011120097048119693
Z56;ICD_codes;both;0.011120097048119693
S50;ICD_codes;female;0.011248185776487663
T38;ICD_codes;female;0.011248185776487663
Z47;ICD_codes;female;0.011248185776487663
Z56;ICD_codes;female;0.011248185776487663
345;Phecodes;female;0.011260443152924083
348;Phecodes;female;0.011260443152924083
654;Phecodes;female;0.011260443152924083
V99;ICD_codes;both;0.011322280630812778
S30;ICD_codes;both;0.011322280630812778
B08;ICD_codes;both;0.011322280630812778
H72;ICD_codes;both;0.011322280630812778
L42;ICD_codes;both;0.011322280630812778
756;Phecodes;both;0.011340623734305387
252;Phecodes;both;0.011340623734305387
645;Phecodes;both;0.011340623734305387
C78;ICD_codes;male;0.01141552511415525
R47;ICD_codes;male;0.01141552511415525
G51;ICD_codes;male;0.01141552511415525
H68;ICD_codes;male;0.01141552511415525
I26;ICD_codes;male;0.01141552511415525
R29;ICD_codes;male;0.01141552511415525
N13;ICD_codes;male;0.01141552511415525
316;Phecodes;male;0.011441647597254004
165;Phecodes;male;0.011441647597254004
R80;ICD_codes;both;0.011524464213505864
516;Phecodes;both;0.011543134872417983
269;Phecodes;both;0.011543134872417983
Z17;ICD_codes;female;0.011611030478955007
I63;ICD_codes;female;0.011611030478955007
A63;ICD_codes;female;0.011611030478955007
R40;ICD_codes;female;0.011611030478955007
215;Phecodes;female;0.011623683254631312
510;Phecodes;female;0.011623683254631312
652;Phecodes;female;0.011623683254631312
962;Phecodes;female;0.011623683254631312
C61;ICD_codes;both;0.011726647796198949
R43;ICD_codes;both;0.011726647796198949
B95;ICD_codes;both;0.011726647796198949
185;Phecodes;both;0.011745646010530578
394;Phecodes;both;0.011745646010530578
K03;ICD_codes;male;0.011872146118721462
415;Phecodes;male;0.011899313501144164
946;Phecodes;male;0.011899313501144164
715;Phecodes;male;0.011899313501144164
J35;ICD_codes;both;0.011928831378892033
N80;ICD_codes;both;0.011928831378892033
M46;ICD_codes;both;0.011928831378892033
615;Phecodes;both;0.011948157148643175
714;Phecodes;both;0.011948157148643175
751;Phecodes;both;0.011948157148643175
612;Phecodes;both;0.011948157148643175
J47;ICD_codes;female;0.011973875181422351
T84;ICD_codes;female;0.011973875181422351
K90;ICD_codes;female;0.011973875181422351
Z99;ICD_codes;female;0.011973875181422351
S30;ICD_codes;female;0.011973875181422351
G93;ICD_codes;female;0.011973875181422351
S69;ICD_codes;female;0.011973875181422351
557;Phecodes;female;0.01198692335633854
291;Phecodes;female;0.01198692335633854
274;Phecodes;female;0.01198692335633854
513;Phecodes;female;0.01198692335633854
O03;ICD_codes;both;0.01213101496158512
G31;ICD_codes;both;0.01213101496158512
B89;ICD_codes;both;0.01213101496158512
K61;ICD_codes;both;0.01213101496158512
N61;ICD_codes;both;0.01213101496158512
938;Phecodes;both;0.012150668286755772
V99;ICD_codes;male;0.012328767123287671
B01;ICD_codes;male;0.012328767123287671
J43;ICD_codes;male;0.012328767123287671
J38;ICD_codes;male;0.012328767123287671
C18;ICD_codes;male;0.012328767123287671
L01;ICD_codes;female;0.012336719883889695
G62;ICD_codes;female;0.012336719883889695
F50;ICD_codes;female;0.012336719883889695
H72;ICD_codes;female;0.012336719883889695
I44;ICD_codes;female;0.012336719883889695
O70;ICD_codes;female;0.012336719883889695
Z97;ICD_codes;female;0.012336719883889695
M27;ICD_codes;female;0.012336719883889695
1004;Phecodes;male;0.012356979405034324
979;Phecodes;male;0.012356979405034324
G62;ICD_codes;both;0.01253538212697129
N17;ICD_codes;both;0.01253538212697129
G51;ICD_codes;both;0.01253538212697129
153;Phecodes;both;0.012555690562980963
baldness_20_binary;Questionnaire;male;0.012669683257918552
S02;ICD_codes;female;0.01269956458635704
B33;ICD_codes;female;0.01269956458635704
R91;ICD_codes;female;0.01269956458635704
L84;ICD_codes;female;0.01269956458635704
S09;ICD_codes;female;0.01269956458635704
M06;ICD_codes;female;0.01269956458635704
M93;ICD_codes;female;0.01269956458635704
I67;ICD_codes;female;0.01269956458635704
700;Phecodes;female;0.012713403559752997
T84;ICD_codes;both;0.012737565709664375
L63;ICD_codes;both;0.012737565709664375
L43;ICD_codes;male;0.012785388127853882
I35;ICD_codes;male;0.012785388127853882
R37;ICD_codes;male;0.012785388127853882
G62;ICD_codes;male;0.012785388127853882
420;Phecodes;male;0.012814645308924484
J42;ICD_codes;both;0.01293974929235746
R29;ICD_codes;both;0.01293974929235746
S09;ICD_codes;both;0.01293974929235746
I67;ICD_codes;both;0.01293974929235746
R91;ICD_codes;both;0.01293974929235746
596;Phecodes;both;0.012960712839206157
510;Phecodes;both;0.012960712839206157
I82;ICD_codes;female;0.013062409288824383
H33;ICD_codes;female;0.013062409288824383
R15;ICD_codes;female;0.013062409288824383
O42;ICD_codes;female;0.013062409288824383
D35;ICD_codes;female;0.013062409288824383
O80;ICD_codes;female;0.013062409288824383
217;Phecodes;female;0.013076643661460226
227;Phecodes;female;0.013076643661460226
361;Phecodes;female;0.013076643661460226
I63;ICD_codes;both;0.013141932875050546
I86;ICD_codes;both;0.013141932875050546
384;Phecodes;both;0.013163223977318752
S09;ICD_codes;male;0.013242009132420091
N43;ICD_codes;male;0.013242009132420091
J35;ICD_codes;male;0.013242009132420091
S32;ICD_codes;male;0.013242009132420091
Z65;ICD_codes;male;0.013242009132420091
R91;ICD_codes;male;0.013242009132420091
I67;ICD_codes;male;0.013242009132420091
D13;ICD_codes;male;0.013242009132420091
M24;ICD_codes;male;0.013242009132420091
F33;ICD_codes;male;0.013242009132420091
L53;ICD_codes;male;0.013242009132420091
211;Phecodes;male;0.013272311212814645
80;Phecodes;male;0.013272311212814645
359;Phecodes;male;0.013272311212814645
751;Phecodes;male;0.013272311212814645
555;Phecodes;male;0.013272311212814645
R35;ICD_codes;both;0.01334411645774363
Z59;ICD_codes;both;0.01334411645774363
K26;ICD_codes;both;0.01334411645774363
946;Phecodes;both;0.013365735115431349
755;Phecodes;both;0.013365735115431349
331;Phecodes;both;0.013365735115431349
513;Phecodes;both;0.013365735115431349
G51;ICD_codes;female;0.013425253991291727
I70;ICD_codes;female;0.013425253991291727
M80;ICD_codes;female;0.013425253991291727
E89;ICD_codes;female;0.013425253991291727
L90;ICD_codes;female;0.013425253991291727
N75;ICD_codes;female;0.013425253991291727
452;Phecodes;female;0.013439883763167454
756;Phecodes;female;0.013439883763167454
569;Phecodes;female;0.013439883763167454
440;Phecodes;female;0.013439883763167454
L70;ICD_codes;both;0.013546300040436717
K03;ICD_codes;both;0.013546300040436717
M94;ICD_codes;both;0.013546300040436717
K14;ICD_codes;both;0.013546300040436717
E28;ICD_codes;both;0.013546300040436717
240;Phecodes;both;0.013568246253543945
529;Phecodes;both;0.013568246253543945
569;Phecodes;both;0.013568246253543945
W54;ICD_codes;male;0.0136986301369863
K82;ICD_codes;male;0.0136986301369863
N52;ICD_codes;male;0.0136986301369863
R01;ICD_codes;male;0.0136986301369863
T84;ICD_codes;male;0.0136986301369863
N32;ICD_codes;male;0.0136986301369863
590;Phecodes;male;0.013729977116704805
569;Phecodes;male;0.013729977116704805
747;Phecodes;male;0.013729977116704805
720;Phecodes;male;0.013729977116704805
396;Phecodes;male;0.013729977116704805
H68;ICD_codes;both;0.013748483623129802
S69;ICD_codes;both;0.013748483623129802
M35;ICD_codes;both;0.013748483623129802
291;Phecodes;both;0.01377075739165654
M48;ICD_codes;female;0.013788098693759071
Q66;ICD_codes;female;0.013788098693759071
M46;ICD_codes;female;0.013788098693759071
O24;ICD_codes;female;0.013788098693759071
Z33;ICD_codes;female;0.013788098693759071
B33;ICD_codes;both;0.013950667205822886
L28;ICD_codes;both;0.013950667205822886
R33;ICD_codes;both;0.013950667205822886
715;Phecodes;both;0.013973268529769137
R29;ICD_codes;female;0.014150943396226415
E21;ICD_codes;female;0.014150943396226415
G31;ICD_codes;female;0.014150943396226415
I48;ICD_codes;female;0.014150943396226415
K46;ICD_codes;female;0.014150943396226415
L42;ICD_codes;female;0.014150943396226415
D27;ICD_codes;both;0.014152850788515973
R40;ICD_codes;both;0.014152850788515973
M48;ICD_codes;both;0.014152850788515973
W54;ICD_codes;both;0.014152850788515973
H33;ICD_codes;both;0.014152850788515973
J33;ICD_codes;both;0.014152850788515973
I51;ICD_codes;both;0.014152850788515973
I82;ICD_codes;both;0.014152850788515973
I50;ICD_codes;male;0.014155251141552512
E80;ICD_codes;male;0.014155251141552512
579;Phecodes;female;0.014166363966581911
665;Phecodes;female;0.014166363966581911
361;Phecodes;both;0.014175779667881734
471;Phecodes;both;0.014175779667881734
220;Phecodes;both;0.014175779667881734
1015;Phecodes;male;0.014187643020594966
428;Phecodes;male;0.014187643020594966
357;Phecodes;male;0.014187643020594966
S02;ICD_codes;both;0.014355034371209057
D69;ICD_codes;female;0.01451378809869376
S01;ICD_codes;female;0.01451378809869376
B08;ICD_codes;female;0.01451378809869376
W54;ICD_codes;female;0.01451378809869376
T15;ICD_codes;female;0.01451378809869376
R43;ICD_codes;female;0.01451378809869376
I34;ICD_codes;female;0.01451378809869376
807;Phecodes;female;0.01452960406828914
946;Phecodes;female;0.01452960406828914
K82;ICD_codes;both;0.014557217953902144
K01;ICD_codes;male;0.014611872146118721
F40;ICD_codes;male;0.014611872146118721
Z41;ICD_codes;male;0.014611872146118721
M48;ICD_codes;male;0.014611872146118721
189;Phecodes;male;0.014645308924485127
510;Phecodes;male;0.014645308924485127
603;Phecodes;male;0.014645308924485127
L05;ICD_codes;both;0.014759401536595228
M84;ICD_codes;both;0.014759401536595228
357;Phecodes;both;0.014783313082219522
649;Phecodes;both;0.014783313082219522
J42;ICD_codes;female;0.014876632801161103
R82;ICD_codes;female;0.014876632801161103
K03;ICD_codes;female;0.014876632801161103
B89;ICD_codes;female;0.014876632801161103
384;Phecodes;female;0.014892844169996368
S32;ICD_codes;both;0.014961585119288313
N97;ICD_codes;both;0.014961585119288313
R82;ICD_codes;both;0.014961585119288313
452;Phecodes;both;0.014985824220332119
K22;ICD_codes;male;0.015068493150684932
R82;ICD_codes;male;0.015068493150684932
I63;ICD_codes;male;0.015068493150684932
D70;ICD_codes;male;0.015068493150684932
F45;ICD_codes;male;0.015068493150684932
G45;ICD_codes;male;0.015068493150684932
W19;ICD_codes;male;0.015068493150684932
513;Phecodes;male;0.015102974828375287
516;Phecodes;male;0.015102974828375287
G45;ICD_codes;both;0.0151637687019814
E06;ICD_codes;both;0.0151637687019814
732;Phecodes;both;0.015188335358444714
1015;Phecodes;both;0.015188335358444714
636;Phecodes;both;0.015188335358444714
245;Phecodes;both;0.015188335358444714
G45;ICD_codes;female;0.015239477503628448
K82;ICD_codes;female;0.015239477503628448
J12;ICD_codes;female;0.015239477503628448
70;Phecodes;female;0.015256084271703597
357;Phecodes;female;0.015256084271703597
L43;ICD_codes;both;0.015365952284674484
H33;ICD_codes;male;0.015525114155251141
I82;ICD_codes;male;0.015525114155251141
B33;ICD_codes;male;0.015525114155251141
361;Phecodes;male;0.015560640732265447
153;Phecodes;male;0.015560640732265447
I70;ICD_codes;both;0.01556813586736757
K22;ICD_codes;both;0.01556813586736757
I34;ICD_codes;both;0.01556813586736757
O99;ICD_codes;both;0.01556813586736757
440;Phecodes;both;0.015593357634669907
K14;ICD_codes;female;0.015602322206095792
M99;ICD_codes;female;0.015602322206095792
H68;ICD_codes;female;0.015602322206095792
K92;ICD_codes;female;0.015602322206095792
Z82;ICD_codes;female;0.015602322206095792
252;Phecodes;female;0.015619324373410825
715;Phecodes;female;0.015619324373410825
529;Phecodes;female;0.015619324373410825
612;Phecodes;female;0.015619324373410825
331;Phecodes;female;0.015619324373410825
I21;ICD_codes;both;0.015770319450060657
Z59;ICD_codes;female;0.015965166908563134
K22;ICD_codes;female;0.015965166908563134
S01;ICD_codes;both;0.01597250303275374
K46;ICD_codes;both;0.01597250303275374
D70;ICD_codes;both;0.01597250303275374
S69;ICD_codes;male;0.01598173515981735
R80;ICD_codes;male;0.01598173515981735
B30;ICD_codes;male;0.01598173515981735
805;Phecodes;female;0.015982564475118054
277;Phecodes;female;0.015982564475118054
871;Phecodes;female;0.015982564475118054
1015;Phecodes;female;0.015982564475118054
596;Phecodes;male;0.016018306636155607
269;Phecodes;male;0.016018306636155607
429;Phecodes;male;0.016018306636155607
291;Phecodes;male;0.016018306636155607
M24;ICD_codes;both;0.016174686615446826
G25;ICD_codes;both;0.016174686615446826
Z31;ICD_codes;both;0.016174686615446826
N45;ICD_codes;both;0.016174686615446826
429;Phecodes;both;0.016200891049007696
579;Phecodes;both;0.016200891049007696
M94;ICD_codes;female;0.01632801161103048
S32;ICD_codes;female;0.01632801161103048
429;Phecodes;female;0.01634580457682528
938;Phecodes;female;0.01634580457682528
709;Phecodes;female;0.01634580457682528
J38;ICD_codes;both;0.016376870198139912
K26;ICD_codes;male;0.01643835616438356
T50;ICD_codes;male;0.01643835616438356
R45;ICD_codes;male;0.01643835616438356
B86;ICD_codes;male;0.01643835616438356
S02;ICD_codes;male;0.01643835616438356
394;Phecodes;male;0.016475972540045767
M99;ICD_codes;both;0.016579053780832995
979;Phecodes;both;0.01660591332523289
1004;Phecodes;both;0.01660591332523289
70;Phecodes;both;0.01660591332523289
H90;ICD_codes;female;0.016690856313497822
I73;ICD_codes;female;0.016690856313497822
D70;ICD_codes;female;0.016690856313497822
653;Phecodes;female;0.01670904467853251
805;Phecodes;both;0.016808424463345482
I34;ICD_codes;male;0.016894977168949773
840;Phecodes;male;0.016933638443935927
452;Phecodes;male;0.016933638443935927
388;Phecodes;male;0.016933638443935927
Z41;ICD_codes;both;0.016983420946219168
B30;ICD_codes;both;0.016983420946219168
L63;ICD_codes;female;0.017053701015965168
N90;ICD_codes;female;0.017053701015965168
714;Phecodes;female;0.017072284780239737
755;Phecodes;female;0.017072284780239737
198;Phecodes;female;0.017072284780239737
I73;ICD_codes;both;0.01718560452891225
Z82;ICD_codes;both;0.01718560452891225
333;Phecodes;both;0.017213446739570676
R09;ICD_codes;male;0.017351598173515982
B95;ICD_codes;male;0.017351598173515982
R40;ICD_codes;male;0.017351598173515982
L85;ICD_codes;male;0.017351598173515982
C50;ICD_codes;both;0.017387788111605337
L53;ICD_codes;both;0.017387788111605337
443;Phecodes;male;0.017391304347826087
303;Phecodes;male;0.017391304347826087
R39;ICD_codes;female;0.01741654571843251
L70;ICD_codes;female;0.01741654571843251
L43;ICD_codes;female;0.01741654571843251
395;Phecodes;female;0.017435524881946968
Z32;ICD_codes;female;0.017779390420899856
I45;ICD_codes;female;0.017779390420899856
K35;ICD_codes;female;0.017779390420899856
B30;ICD_codes;female;0.017779390420899856
418;Phecodes;female;0.017798764983654194
I73;ICD_codes;male;0.01780821917808219
S40;ICD_codes;male;0.01780821917808219
H35;ICD_codes;male;0.01780821917808219
Z83;ICD_codes;male;0.01780821917808219
M99;ICD_codes;male;0.01780821917808219
S01;ICD_codes;male;0.01780821917808219
F60;ICD_codes;male;0.01780821917808219
443;Phecodes;both;0.017820980153908466
1100;Phecodes;male;0.017848970251716247
805;Phecodes;male;0.017848970251716247
736;Phecodes;male;0.017848970251716247
R09;ICD_codes;both;0.017994338859684593
198;Phecodes;both;0.018023491292021063
634;Phecodes;both;0.018023491292021063
F10;ICD_codes;female;0.018142235123367198
J15;ICD_codes;female;0.018142235123367198
317;Phecodes;female;0.018162005085361425
646;Phecodes;female;0.018162005085361425
443;Phecodes;female;0.018162005085361425
411;Phecodes;female;0.018162005085361425
817;Phecodes;female;0.018162005085361425
N85;ICD_codes;both;0.01819652244237768
I70;ICD_codes;male;0.0182648401826484
K46;ICD_codes;male;0.0182648401826484
K61;ICD_codes;male;0.0182648401826484
Z48;ICD_codes;male;0.0182648401826484
L71;ICD_codes;male;0.0182648401826484
J32;ICD_codes;male;0.0182648401826484
70;Phecodes;male;0.018306636155606407
440;Phecodes;male;0.018306636155606407
475;Phecodes;male;0.018306636155606407
I44;ICD_codes;both;0.018398706025070766
418;Phecodes;both;0.018428513568246253
L28;ICD_codes;female;0.018505079825834544
J96;ICD_codes;female;0.018505079825834544
M24;ICD_codes;female;0.018505079825834544
R09;ICD_codes;female;0.018505079825834544
732;Phecodes;female;0.01852524518706865
287;Phecodes;female;0.01852524518706865
B86;ICD_codes;both;0.01860088960776385
F60;ICD_codes;both;0.01860088960776385
Z83;ICD_codes;both;0.01860088960776385
Z65;ICD_codes;both;0.01860088960776385
Z48;ICD_codes;both;0.01860088960776385
D69;ICD_codes;both;0.01860088960776385
817;Phecodes;both;0.01863102470635885
395;Phecodes;both;0.01863102470635885
1100;Phecodes;both;0.01863102470635885
R35;ICD_codes;male;0.01872146118721461
R94;ICD_codes;male;0.01872146118721461
S00;ICD_codes;male;0.01872146118721461
G57;ICD_codes;male;0.01872146118721461
R32;ICD_codes;male;0.01872146118721461
Z95;ICD_codes;male;0.01872146118721461
738;Phecodes;male;0.018764302059496567
241;Phecodes;male;0.018764302059496567
132;Phecodes;male;0.018764302059496567
301;Phecodes;male;0.018764302059496567
527;Phecodes;male;0.018764302059496567
579;Phecodes;male;0.018764302059496567
352;Phecodes;male;0.018764302059496567
E05;ICD_codes;both;0.018803073190456935
I20;ICD_codes;both;0.018803073190456935
F33;ICD_codes;both;0.018803073190456935
Z99;ICD_codes;both;0.018803073190456935
242;Phecodes;both;0.018833535844471446
E79;ICD_codes;female;0.018867924528301886
Z41;ICD_codes;female;0.018867924528301886
Z48;ICD_codes;female;0.018867924528301886
K92;ICD_codes;both;0.01900525677315002
L85;ICD_codes;both;0.01900525677315002
R94;ICD_codes;both;0.01900525677315002
Z82;ICD_codes;male;0.019178082191780823
L08;ICD_codes;male;0.019178082191780823
E02;ICD_codes;male;0.019178082191780823
S90;ICD_codes;male;0.019178082191780823
F40;ICD_codes;both;0.019207440355843104
J15;ICD_codes;both;0.019207440355843104
198;Phecodes;male;0.019221967963386728
418;Phecodes;male;0.019221967963386728
817;Phecodes;male;0.019221967963386728
Z83;ICD_codes;female;0.019230769230769232
R94;ICD_codes;female;0.019230769230769232
O48;ICD_codes;female;0.019230769230769232
M84;ICD_codes;female;0.019230769230769232
F60;ICD_codes;female;0.019230769230769232
174;Phecodes;both;0.01923855812069664
1100;Phecodes;female;0.01925172539048311
509;Phecodes;female;0.01925172539048311
F45;ICD_codes;both;0.01940962393853619
L71;ICD_codes;both;0.01940962393853619
J38;ICD_codes;female;0.019593613933236574
L81;ICD_codes;male;0.019634703196347032
L23;ICD_codes;male;0.019634703196347032
J33;ICD_codes;male;0.019634703196347032
471;Phecodes;male;0.019679633867276888
279;Phecodes;male;0.019679633867276888
537;Phecodes;male;0.019679633867276888
H35;ICD_codes;both;0.01981399110392236
388;Phecodes;both;0.019846091535034426
301;Phecodes;both;0.019846091535034426
E87;ICD_codes;female;0.01995645863570392
E06;ICD_codes;female;0.01995645863570392
O20;ICD_codes;female;0.01995645863570392
1004;Phecodes;female;0.019978205593897565
245;Phecodes;female;0.019978205593897565
979;Phecodes;female;0.019978205593897565
N47;ICD_codes;both;0.020016174686615446
N50;ICD_codes;both;0.020016174686615446
K01;ICD_codes;both;0.020016174686615446
I51;ICD_codes;male;0.02009132420091324
K58;ICD_codes;male;0.02009132420091324
I11;ICD_codes;male;0.02009132420091324
395;Phecodes;male;0.020137299771167048
N48;ICD_codes;both;0.020218358269308533
L08;ICD_codes;both;0.020218358269308533
537;Phecodes;both;0.02025111381125962
608;Phecodes;both;0.02025111381125962
B86;ICD_codes;female;0.020319303338171262
T81;ICD_codes;female;0.020319303338171262
L85;ICD_codes;female;0.020319303338171262
L71;ICD_codes;female;0.020319303338171262
K42;ICD_codes;female;0.020319303338171262
645;Phecodes;female;0.020341445695604796
276;Phecodes;female;0.020341445695604796
O09;ICD_codes;both;0.02042054185200162
