code;class;sex;prevalence
L40;ICD_codes;male;0.0547945205479452
563;Phecodes;male;0.05491990846681922
117;Phecodes;male;0.05537757437070938
292;Phecodes;female;0.05557573556120596
737;Phecodes;female;0.05557573556120596
801;Phecodes;female;0.05557573556120596
R11;ICD_codes;male;0.05570776255707763
1001;Phecodes;male;0.055835240274599546
789;Phecodes;male;0.055835240274599546
M26;ICD_codes;female;0.05587808417997097
1005;Phecodes;both;0.05589307411907655
H40;ICD_codes;male;0.056164383561643834
949;Phecodes;male;0.056292906178489706
365;Phecodes;male;0.056292906178489706
M12;ICD_codes;female;0.056966618287373004
496;Phecodes;female;0.05702869596803487
306;Phecodes;both;0.05710814094775213
H11;ICD_codes;female;0.057329462989840346
372;Phecodes;female;0.0573919360697421
K60;ICD_codes;male;0.057534246575342465
Z86;ICD_codes;both;0.05762232106752932
479;Phecodes;male;0.057665903890160186
601;Phecodes;both;0.05791818550020251
M10;ICD_codes;male;0.05799086757990868
R32;ICD_codes;both;0.058026688232915485
L20;ICD_codes;female;0.05805515239477504
R68;ICD_codes;female;0.05805515239477504
382;Phecodes;male;0.058123569794050346
478;Phecodes;male;0.058123569794050346
E83;ICD_codes;female;0.05841799709724238
275;Phecodes;female;0.058481656374863786
350;Phecodes;female;0.058481656374863786
B49;ICD_codes;both;0.05863323898099474
R68;ICD_codes;both;0.05863323898099474
1005;Phecodes;male;0.059038901601830666
H01;ICD_codes;female;0.05914368650217707
528;Phecodes;both;0.05933576346699068
S62;ICD_codes;male;0.0593607305936073
R68;ICD_codes;male;0.0593607305936073
R12;ICD_codes;female;0.059506531204644414
N83;ICD_codes;female;0.059506531204644414
772;Phecodes;female;0.0599346167816927
Z37;ICD_codes;female;0.0602322206095791
B00;ICD_codes;female;0.0602322206095791
S92;ICD_codes;female;0.0602322206095791
W57;ICD_codes;male;0.06027397260273973
375;Phecodes;female;0.060297856883399926
274;Phecodes;male;0.06041189931350115
261;Phecodes;male;0.06041189931350115
S52;ICD_codes;female;0.06059506531204644
G44;ICD_codes;both;0.0606550748079256
54;Phecodes;female;0.06066109698510715
496;Phecodes;both;0.060753341433778855
960;Phecodes;both;0.060955852571891456
J18;ICD_codes;female;0.06095791001451379
H43;ICD_codes;female;0.06095791001451379
1011;Phecodes;female;0.06102433708681439
J18;ICD_codes;both;0.06105944197331177
Z86;ICD_codes;male;0.06118721461187215
J18;ICD_codes;male;0.06118721461187215
411;Phecodes;male;0.06132723112128147
L57;ICD_codes;male;0.06164383561643835
M47;ICD_codes;male;0.06164383561643835
53;Phecodes;male;0.06178489702517163
604;Phecodes;male;0.06178489702517163
Z28;ICD_codes;both;0.06186817630408411
M67;ICD_codes;both;0.06186817630408411
R59;ICD_codes;female;0.06204644412191582
N76;ICD_codes;both;0.06207035988677719
285;Phecodes;male;0.06224256292906179
696;Phecodes;female;0.0624772974936433
K59;ICD_codes;male;0.06255707762557078
D50;ICD_codes;male;0.06255707762557078
J45;ICD_codes;male;0.06255707762557078
495;Phecodes;male;0.06270022883295194
280;Phecodes;male;0.06270022883295194
721;Phecodes;male;0.06270022883295194
470;Phecodes;male;0.06270022883295194
770;Phecodes;male;0.06270022883295194
N20;ICD_codes;female;0.0627721335268505
696;Phecodes;both;0.06277845281490482
is_lefthanded;Questionnaire;both;0.06295108259823577
117;Phecodes;both;0.06298096395301742
Z80;ICD_codes;male;0.06301369863013699
L60;ICD_codes;female;0.06313497822931785
696;Phecodes;male;0.06315789473684211
703;Phecodes;female;0.06320377769705776
H92;ICD_codes;male;0.06347031963470319
B02;ICD_codes;male;0.06347031963470319
K57;ICD_codes;female;0.0634978229317852
H04;ICD_codes;female;0.0634978229317852
562;Phecodes;female;0.06356701779876499
N81;ICD_codes;female;0.06386066763425254
618;Phecodes;female;0.06393025790047221
302;Phecodes;male;0.06407322654462243
M85;ICD_codes;both;0.06409219571370804
915;Phecodes;both;0.06419603078169299
M18;ICD_codes;female;0.06422351233671988
578;Phecodes;female;0.06429349800217944
M81;ICD_codes;both;0.06449656287909422
K57;ICD_codes;both;0.06449656287909422
B49;ICD_codes;female;0.06458635703918723
562;Phecodes;both;0.06460105305791819
N91;ICD_codes;female;0.06494920174165457
528;Phecodes;female;0.0650199782055939
H25;ICD_codes;both;0.06530529720986655
496;Phecodes;male;0.0654462242562929
R31;ICD_codes;female;0.06567489114658925
593;Phecodes;female;0.06574645840900835
K57;ICD_codes;male;0.06575342465753424
562;Phecodes;male;0.06590389016018307
T78;ICD_codes;male;0.06621004566210045
K80;ICD_codes;male;0.06621004566210045
M43;ICD_codes;both;0.06631621512333198
R55;ICD_codes;male;0.06666666666666667
788;Phecodes;male;0.06681922196796339
R69;ICD_codes;male;0.06712328767123288
H52;ICD_codes;male;0.06712328767123288
1019;Phecodes;male;0.06727688787185354
241;Phecodes;female;0.0675626589175445
M71;ICD_codes;male;0.06757990867579909
N42;ICD_codes;both;0.06813586736756976
695;Phecodes;male;0.06819221967963386
602;Phecodes;both;0.06824625354394492
I83;ICD_codes;male;0.0684931506849315
Z09;ICD_codes;male;0.0684931506849315
J34;ICD_codes;both;0.06854023453295592
574;Phecodes;male;0.06864988558352403
B96;ICD_codes;male;0.06894977168949772
H00;ICD_codes;male;0.06894977168949772
117;Phecodes;female;0.06901561932437342
960;Phecodes;female;0.06937885942608064
R52;ICD_codes;male;0.06940639269406393
R79;ICD_codes;female;0.06966618287373004
prostate;Questionnaire;male;0.06968325791855204
F39;ICD_codes;both;0.06975333602911443
M72;ICD_codes;male;0.06986301369863014
366;Phecodes;male;0.0700228832951945
R55;ICD_codes;both;0.07015770319450061
M47;ICD_codes;both;0.07015770319450061
788;Phecodes;both;0.07027136492507088
T30;ICD_codes;both;0.0703598867771937
Z28;ICD_codes;female;0.07039187227866474
426;Phecodes;male;0.07048054919908467
K44;ICD_codes;male;0.07077625570776255
K40;ICD_codes;both;0.07096643752527294
E02;ICD_codes;female;0.07111756168359942
N60;ICD_codes;both;0.07116862110796603
K05;ICD_codes;male;0.07123287671232877
770;Phecodes;both;0.07128392061563386
721;Phecodes;both;0.07128392061563386
289;Phecodes;male;0.07139588100686499
723;Phecodes;female;0.071558300036324
Z04;ICD_codes;male;0.07168949771689498
M76;ICD_codes;male;0.07168949771689498
G56;ICD_codes;male;0.07214611872146119
E11;ICD_codes;female;0.07256894049346879
571;Phecodes;female;0.0726480203414457
915;Phecodes;female;0.0726480203414457
D25;ICD_codes;both;0.07278608976951072
R55;ICD_codes;female;0.07293178519593614
788;Phecodes;female;0.07301126044315293
Z09;ICD_codes;both;0.07359482410028306
803;Phecodes;male;0.07368421052631578
R31;ICD_codes;both;0.07379700768297615
N41;ICD_codes;male;0.07397260273972603
218;Phecodes;both;0.0743215876873228
593;Phecodes;both;0.0745240988254354
M67;ICD_codes;female;0.07474600870827286
K80;ICD_codes;both;0.07501010917913466
306;Phecodes;female;0.0751907010533963
K30;ICD_codes;male;0.07534246575342465
614;Phecodes;both;0.07553665451599838
J04;ICD_codes;both;0.075818843509907
304;Phecodes;male;0.07597254004576659
L50;ICD_codes;male;0.07625570776255708
E61;ICD_codes;both;0.07642539425798625
947;Phecodes;male;0.07643020594965676
K62;ICD_codes;female;0.07656023222060958
262;Phecodes;both;0.07675172134467395
M89;ICD_codes;both;0.07682976142337242
H25;ICD_codes;female;0.07692307692307693
M47;ICD_codes;female;0.07692307692307693
R52;ICD_codes;both;0.07743631217145168
M17;ICD_codes;male;0.0776255707762557
R63;ICD_codes;male;0.0776255707762557
E04;ICD_codes;female;0.07764876632801161
Z09;ICD_codes;female;0.07764876632801161
574;Phecodes;both;0.07776427703523693
J45;ICD_codes;both;0.07784067933683785
495;Phecodes;both;0.07796678817334954
721;Phecodes;female;0.07809662186705413
770;Phecodes;female;0.07809662186705413
Z80;ICD_codes;both;0.07824504650222402
is_lefthanded;Questionnaire;male;0.07828054298642534
289;Phecodes;both;0.07837181044957472
S61;ICD_codes;female;0.0783744557329463
N20;ICD_codes;both;0.07864941366761019
D12;ICD_codes;female;0.07873730043541365
949;Phecodes;both;0.07877683272579993
L21;ICD_codes;female;0.07910014513788098
690;Phecodes;female;0.07918634217217581
565;Phecodes;female;0.07918634217217581
1000;Phecodes;both;0.0793843661401377
578;Phecodes;both;0.0795868772782503
563;Phecodes;both;0.0797893884163629
382;Phecodes;both;0.0797893884163629
G44;ICD_codes;female;0.07982583454281568
M65;ICD_codes;male;0.07990867579908675
H00;ICD_codes;both;0.08006469874646178
523;Phecodes;male;0.08009153318077804
K44;ICD_codes;both;0.08046906591184796
M70;ICD_codes;both;0.08046906591184796
803;Phecodes;both;0.08059943296881328
R11;ICD_codes;both;0.08067124949454105
789;Phecodes;both;0.08080194410692589
F43;ICD_codes;male;0.08082191780821918
456;Phecodes;both;0.08161198865937627
53;Phecodes;both;0.08181449979748887
L21;ICD_codes;both;0.08188435099069956
558;Phecodes;male;0.08192219679633868
K80;ICD_codes;female;0.08200290275761973
478;Phecodes;both;0.08201701093560146
D64;ICD_codes;both;0.08208653457339264
690;Phecodes;both;0.08221952207371405
571;Phecodes;both;0.08221952207371405
I87;ICD_codes;both;0.08228871815608572
208;Phecodes;female;0.08245550308754086
Z90;ICD_codes;both;0.08249090173877881
R49;ICD_codes;both;0.08269308532147189
R79;ICD_codes;both;0.08269308532147189
R69;ICD_codes;both;0.08289526890416499
F10;ICD_codes;male;0.08310502283105023
B97;ICD_codes;male;0.08310502283105023
E79;ICD_codes;male;0.08310502283105023
1019;Phecodes;both;0.08323207776427703
M19;ICD_codes;both;0.08329963606955115
704;Phecodes;both;0.08343458890238963
R00;ICD_codes;male;0.08356164383561644
R52;ICD_codes;female;0.08381712626995645
289;Phecodes;female;0.08390846349436978
F51;ICD_codes;male;0.08401826484018265
R31;ICD_codes;male;0.08401826484018265
L82;ICD_codes;male;0.08401826484018265
565;Phecodes;both;0.08404212231672742
H92;ICD_codes;both;0.0841083704003235
N94;ICD_codes;female;0.0841799709724238
R73;ICD_codes;female;0.0841799709724238
317;Phecodes;male;0.08466819221967964
B02;ICD_codes;both;0.08471492114840275
S61;ICD_codes;both;0.08491710473109583
574;Phecodes;female;0.08499818379949146
296;Phecodes;both;0.0850546780072904
Z04;ICD_codes;both;0.08511928831378893
522;Phecodes;male;0.08512585812356979
366;Phecodes;both;0.08525718914540299
L21;ICD_codes;male;0.08538812785388128
is_livingalone;Questionnaire;male;0.08552036199095023
K05;ICD_codes;both;0.08552365547917509
41;Phecodes;male;0.08558352402745996
593;Phecodes;male;0.08558352402745996
Z34;ICD_codes;female;0.08563134978229318
J01;ICD_codes;male;0.08584474885844749
558;Phecodes;both;0.08586472255974079
464;Phecodes;male;0.08604118993135011
690;Phecodes;male;0.08604118993135011
803;Phecodes;female;0.08608790410461314
H57;ICD_codes;male;0.0863013698630137
H52;ICD_codes;both;0.08693894055802669
454;Phecodes;male;0.08695652173913043
M43;ICD_codes;female;0.08708272859216255
L29;ICD_codes;both;0.08714112414071977
698;Phecodes;both;0.08728230052652895
740;Phecodes;male;0.0874141876430206
K59;ICD_codes;both;0.08754549130610595
K02;ICD_codes;male;0.08767123287671233
N63;ICD_codes;female;0.08780841799709724
695;Phecodes;both;0.08788983394086675
830;Phecodes;female;0.08790410461314929
Z63;ICD_codes;both;0.08794985847149211
J34;ICD_codes;male;0.08812785388127854
K44;ICD_codes;female;0.08817126269956459
N84;ICD_codes;female;0.08817126269956459
622;Phecodes;female;0.08826734471485652
T78;ICD_codes;both;0.08855640921957138
790;Phecodes;female;0.08863058481656375
W57;ICD_codes;both;0.08875859280226446
561;Phecodes;male;0.08878718535469107
H00;ICD_codes;female;0.08889695210449927
558;Phecodes;female;0.08899382491827097
H66;ICD_codes;male;0.08904109589041095
610;Phecodes;both;0.08910490076954232
M72;ICD_codes;both;0.08916295996765063
T30;ICD_codes;female;0.08925979680696662
R32;ICD_codes;female;0.08925979680696662
K62;ICD_codes;both;0.08956732713303679
H93;ICD_codes;female;0.08962264150943396
K04;ICD_codes;male;0.08995433789954338
E55;ICD_codes;both;0.08997169429842297
J45;ICD_codes;female;0.0899854862119013
495;Phecodes;female;0.09008354522339267
611;Phecodes;female;0.09008354522339267
351;Phecodes;male;0.09016018306636156
565;Phecodes;male;0.09016018306636156
Z80;ICD_codes;female;0.09034833091436865
E11;ICD_codes;both;0.0909826122118884
R74;ICD_codes;female;0.09107402031930334
480;Phecodes;female;0.09117326552851435
285;Phecodes;both;0.09133252328878089
G47;ICD_codes;female;0.09143686502177069
473;Phecodes;both;0.09153503442689348
M71;ICD_codes;both;0.09158916295996765
M20;ICD_codes;both;0.09158916295996765
728;Phecodes;male;0.0919908466819222
R30;ICD_codes;both;0.09199353012535381
J40;ICD_codes;male;0.09269406392694064
497;Phecodes;male;0.09290617848970252
G43;ICD_codes;both;0.09300444803881924
R00;ICD_codes;both;0.09300444803881924
D12;ICD_codes;both;0.09300444803881924
S61;ICD_codes;male;0.09315068493150686
H93;ICD_codes;both;0.09340881520420542
K21;ICD_codes;male;0.09360730593607305
L82;ICD_codes;both;0.0936109987868985
521;Phecodes;male;0.09382151029748284
is_livingalone;Questionnaire;both;0.09382518043303929
K02;ICD_codes;both;0.09401536595228467
N64;ICD_codes;both;0.09401536595228467
R19;ICD_codes;male;0.09406392694063927
B96;ICD_codes;both;0.09421754953497775
571;Phecodes;male;0.094279176201373
605;Phecodes;male;0.094279176201373
Z76;ICD_codes;male;0.09452054794520548
340;Phecodes;both;0.09457270149858242
B97;ICD_codes;both;0.0950262838657501
F34;ICD_codes;both;0.09522846744844318
R69;ICD_codes;female;0.09542815674891146
H54;ICD_codes;male;0.0954337899543379
619;Phecodes;female;0.0955321467490011
830;Phecodes;both;0.0955852571891454
Z04;ICD_codes;female;0.09579100145137881
1019;Phecodes;female;0.09589538685070832
523;Phecodes;both;0.0959902794653706
E03;ICD_codes;both;0.09623938536190861
M76;ICD_codes;both;0.09623938536190861
949;Phecodes;female;0.09662186705412278
R63;ICD_codes;both;0.09664375252729479
M17;ICD_codes;both;0.09664375252729479
480;Phecodes;both;0.09680032401782097
H65;ICD_codes;male;0.09680365296803653
F32;ICD_codes;male;0.09680365296803653
L25;ICD_codes;male;0.09680365296803653
K05;ICD_codes;female;0.09687953555878084
382;Phecodes;female;0.09698510715583
hrt_use;Questionnaire;female;0.09719222462203024
366;Phecodes;female;0.09734834725753723
735;Phecodes;both;0.09761036857027136
208;Phecodes;both;0.09761036857027136
Z76;ICD_codes;both;0.0976546704407602
53;Phecodes;female;0.09771158735924446
H66;ICD_codes;both;0.0978568540234533
R22;ICD_codes;male;0.09817351598173515
H93;ICD_codes;male;0.09817351598173515
F39;ICD_codes;female;0.09833091436865021
Z72;ICD_codes;female;0.09833091436865021
N20;ICD_codes;male;0.09863013698630137
578;Phecodes;male;0.0988558352402746
R73;ICD_codes;both;0.09886777193691872
K02;ICD_codes;female;0.09905660377358491
L02;ICD_codes;male;0.09908675799086758
R79;ICD_codes;male;0.09908675799086758
563;Phecodes;female;0.0995277878677806
R20;ICD_codes;male;0.09954337899543379
K52;ICD_codes;male;0.09954337899543379
K76;ICD_codes;female;0.0997822931785196
R19;ICD_codes;both;0.10008087343307723
L03;ICD_codes;female;0.10014513788098693
Z76;ICD_codes;female;0.10014513788098693
J04;ICD_codes;female;0.10014513788098693
681;Phecodes;female;0.10025426807119506
B37;ICD_codes;both;0.10028305701577032
is_livingalone;Questionnaire;female;0.10043196544276457
112;Phecodes;both;0.10044552450384771
522;Phecodes;both;0.10044552450384771
R11;ICD_codes;female;0.10050798258345428
H92;ICD_codes;female;0.10050798258345428
R00;ICD_codes;female;0.10050798258345428
789;Phecodes;female;0.10061750817290228
478;Phecodes;female;0.10098074827460951
1000;Phecodes;female;0.10098074827460951
521;Phecodes;both;0.1010530579181855
L82;ICD_codes;female;0.10123367198838897
613;Phecodes;both;0.10145808019441069
N40;ICD_codes;both;0.10149615851192884
B02;ICD_codes;female;0.10159651669085631
600;Phecodes;both;0.1016605913325233
J98;ICD_codes;male;0.10182648401826484
Z98;ICD_codes;female;0.10195936139332366
S31;ICD_codes;female;0.102322206095791
H52;ICD_codes;female;0.10268505079825835
K21;ICD_codes;both;0.10270926000808735
K29;ICD_codes;male;0.10273972602739725
Z11;ICD_codes;male;0.10273972602739725
535;Phecodes;male;0.10297482837528604
H53;ICD_codes;male;0.10319634703196347
L03;ICD_codes;both;0.1033158107561666
K76;ICD_codes;both;0.1033158107561666
368;Phecodes;male;0.1034324942791762
681;Phecodes;both;0.10348319157553665
695;Phecodes;female;0.10352342898656011
561;Phecodes;both;0.10388821385176185
480;Phecodes;male;0.10389016018306636
R74;ICD_codes;both;0.10412454508693894
D64;ICD_codes;female;0.10413642960812772
B97;ICD_codes;female;0.10449927431059507
M72;ICD_codes;female;0.10449927431059507
H66;ICD_codes;female;0.10486211901306242
R19;ICD_codes;female;0.10486211901306242
743;Phecodes;both;0.10510328068043742
K30;ICD_codes;both;0.10513546300040437
830;Phecodes;male;0.10526315789473684
371;Phecodes;male;0.10526315789473684
K52;ICD_codes;both;0.10533764658309745
S31;ICD_codes;both;0.10574201374848362
728;Phecodes;both;0.10591332523288781
K62;ICD_codes;male;0.10593607305936073
H57;ICD_codes;both;0.10594419733117671
Z98;ICD_codes;both;0.1061463809138698
M89;ICD_codes;female;0.10631349782293179
T78;ICD_codes;female;0.10631349782293179
K04;ICD_codes;both;0.10655074807925596
521;Phecodes;female;0.10679258990192517
Z30;ICD_codes;both;0.10695511524464213
L03;ICD_codes;male;0.10730593607305935
E61;ICD_codes;female;0.10740203193033382
K59;ICD_codes;female;0.10740203193033382
681;Phecodes;male;0.10755148741418764
41;Phecodes;both;0.10773592547590118
K76;ICD_codes;male;0.10776255707762557
L02;ICD_codes;both;0.10776384957541447
262;Phecodes;female;0.10788231020704686
R51;ICD_codes;male;0.10821917808219178
M81;ICD_codes;female;0.10849056603773585
523;Phecodes;female;0.10860879041046131
R53;ICD_codes;male;0.108675799086758
Z51;ICD_codes;male;0.108675799086758
J01;ICD_codes;both;0.1087747674888799
798;Phecodes;male;0.10892448512585812
464;Phecodes;both;0.10895099230457675
Z90;ICD_codes;female;0.10921625544267054
H65;ICD_codes;both;0.10938131823695917
339;Phecodes;male;0.10938215102974828
M85;ICD_codes;female;0.10957910014513789
261;Phecodes;both;0.10976103685702714
Z72;ICD_codes;both;0.10978568540234533
S83;ICD_codes;female;0.10994194484760522
K21;ICD_codes;female;0.10994194484760522
K52;ICD_codes;female;0.10994194484760522
S31;ICD_codes;male;0.11004566210045662
704;Phecodes;female;0.11006175081729024
L50;ICD_codes;both;0.1101900525677315
M70;ICD_codes;female;0.11030478955007257
947;Phecodes;both;0.11036857027136493
M71;ICD_codes;female;0.1106676342525399
J98;ICD_codes;both;0.11079660331581076
D12;ICD_codes;male;0.11095890410958904
R49;ICD_codes;female;0.1113933236574746
N76;ICD_codes;female;0.1113933236574746
W57;ICD_codes;female;0.1113933236574746
M62;ICD_codes;male;0.11141552511415526
Z98;ICD_codes;male;0.11141552511415526
H81;ICD_codes;male;0.11141552511415526
R63;ICD_codes;female;0.11175616835994194
M17;ICD_codes;female;0.11175616835994194
H54;ICD_codes;both;0.11180752122927619
522;Phecodes;female;0.11260443152924082
456;Phecodes;female;0.11296767163094806
L25;ICD_codes;both;0.1130206227254347
G47;ICD_codes;both;0.1130206227254347
M23;ICD_codes;female;0.11320754716981132
I87;ICD_codes;female;0.11320754716981132
Z88;ICD_codes;male;0.1132420091324201
S83;ICD_codes;both;0.11342498989082087
790;Phecodes;both;0.11401377075739165
baldness_30_binary;Questionnaire;male;0.11402714932126697
E11;ICD_codes;male;0.1141552511415525
N92;ICD_codes;both;0.11423372422159321
B96;ICD_codes;female;0.11429608127721336
296;Phecodes;female;0.11442063203777697
870;Phecodes;female;0.11442063203777697
285;Phecodes;female;0.11442063203777697
L02;ICD_codes;female;0.11465892597968069
M76;ICD_codes;female;0.11574746008708273
M19;ICD_codes;female;0.11574746008708273
561;Phecodes;female;0.11587359244460589
T07;ICD_codes;male;0.11643835616438356
F52;ICD_codes;male;0.11643835616438356
I83;ICD_codes;both;0.11665992721391023
208;Phecodes;male;0.11670480549199085
244;Phecodes;both;0.116848926690968
Z51;ICD_codes;both;0.11686211079660332
D22;ICD_codes;male;0.11689497716894977
728;Phecodes;female;0.11696331274972757
R73;ICD_codes;male;0.11735159817351598
D17;ICD_codes;female;0.11756168359941944
214;Phecodes;female;0.11768979295314203
S83;ICD_codes;male;0.1178082191780822
J98;ICD_codes;female;0.1179245283018868
J40;ICD_codes;both;0.118479579458148
497;Phecodes;both;0.11867152693398136
M23;ICD_codes;both;0.11888394662353417
M51;ICD_codes;male;0.11917808219178082
H65;ICD_codes;female;0.11937590711175616
870;Phecodes;both;0.11968408262454434
K04;ICD_codes;female;0.11973875181422351
304;Phecodes;both;0.12008910490076954
L72;ICD_codes;female;0.12010159651669086
M65;ICD_codes;both;0.12029923170238577
R22;ICD_codes;both;0.12029923170238577
M51;ICD_codes;both;0.12050141528507885
R74;ICD_codes;male;0.12054794520547946
L72;ICD_codes;both;0.12070359886777193
R20;ICD_codes;both;0.12090578245046502
R50;ICD_codes;female;0.12119013062409288
783;Phecodes;female;0.1213221939702143
573;Phecodes;female;0.1213221939702143
L72;ICD_codes;male;0.12146118721461187
F51;ICD_codes;both;0.12151233319854428
D17;ICD_codes;both;0.12151233319854428
M51;ICD_codes;female;0.12155297532656023
H57;ICD_codes;female;0.12155297532656023
473;Phecodes;female;0.12168543407192153
214;Phecodes;both;0.12170919400567032
Z63;ICD_codes;female;0.12227866473149492
427;Phecodes;female;0.122411914275336
379;Phecodes;male;0.12311212814645309
L29;ICD_codes;female;0.12336719883889695
R30;ICD_codes;female;0.12336719883889695
Z51;ICD_codes;female;0.12336719883889695
698;Phecodes;female;0.12350163458045768
427;Phecodes;both;0.12413932766302146
Z72;ICD_codes;male;0.12420091324200913
706;Phecodes;male;0.12448512585812357
H54;ICD_codes;female;0.12481857764876633
41;Phecodes;female;0.12531783508899383
740;Phecodes;both;0.12575941676792224
L25;ICD_codes;female;0.12590711175616837
M23;ICD_codes;male;0.12602739726027398
454;Phecodes;both;0.12616443904414743
870;Phecodes;male;0.12631578947368421
427;Phecodes;male;0.12631578947368421
371;Phecodes;both;0.12636695018226002
D17;ICD_codes;male;0.12648401826484018
R50;ICD_codes;both;0.12656692276587142
K29;ICD_codes;both;0.12656692276587142
783;Phecodes;both;0.1267719724584852
535;Phecodes;both;0.1267719724584852
214;Phecodes;male;0.12677345537757437
591;Phecodes;male;0.12677345537757437
J01;ICD_codes;female;0.1269956458635704
464;Phecodes;female;0.12713403559752998
G56;ICD_codes;both;0.12717347351395067
N60;ICD_codes;female;0.12735849056603774
F43;ICD_codes;both;0.12737565709664375
250;Phecodes;female;0.12786051580094443
F34;ICD_codes;female;0.12808417997097243
T07;ICD_codes;both;0.12858875859280228
K30;ICD_codes;female;0.1288098693759071
E55;ICD_codes;female;0.1288098693759071
835;Phecodes;female;0.1289502361060661
706;Phecodes;both;0.12920210611583638
H91;ICD_codes;female;0.1295355587808418
N30;ICD_codes;both;0.1295996765062677
916;Phecodes;male;0.13043478260869565
D25;ICD_codes;female;0.13062409288824384
601;Phecodes;male;0.1308924485125858
599;Phecodes;male;0.13180778032036614
K40;ICD_codes;male;0.1319634703196347
573;Phecodes;both;0.1320372620494127
N23;ICD_codes;female;0.13243831640058054
M20;ICD_codes;female;0.13243831640058054
706;Phecodes;female;0.13294587722484563
G43;ICD_codes;female;0.13316400580551524
702;Phecodes;male;0.13318077803203662
218;Phecodes;female;0.13330911732655285
R50;ICD_codes;male;0.13333333333333333
783;Phecodes;male;0.13363844393592678
Z87;ICD_codes;female;0.13388969521044994
835;Phecodes;both;0.13406237343053867
592;Phecodes;both;0.13426488456865127
340;Phecodes;female;0.13439883763167454
H91;ICD_codes;both;0.13505863323898099
614;Phecodes;female;0.135125317835089
S93;ICD_codes;male;0.13607305936073058
N39;ICD_codes;male;0.1365296803652968
B35;ICD_codes;male;0.136986301369863
702;Phecodes;both;0.13710004050222763
L50;ICD_codes;female;0.137155297532656
947;Phecodes;female;0.13730475844533235
R22;ICD_codes;female;0.1378809869375907
R20;ICD_codes;female;0.1378809869375907
H53;ICD_codes;both;0.13809138697937728
T07;ICD_codes;female;0.13824383164005805
735;Phecodes;female;0.13839447875045405
368;Phecodes;both;0.1385176184690158
J40;ICD_codes;female;0.13896952104499274
497;Phecodes;female;0.1391209589538685
B07;ICD_codes;male;0.13926940639269406
B37;ICD_codes;female;0.13969521044992744
112;Phecodes;female;0.13984743915728295
G47;ICD_codes;male;0.14018264840182648
702;Phecodes;female;0.1402106792589902
835;Phecodes;male;0.14050343249427918
M62;ICD_codes;both;0.1405175899716943
402;Phecodes;female;0.14093715946240465
R03;ICD_codes;female;0.1411465892597968
550;Phecodes;female;0.1413003995641119
J22;ICD_codes;male;0.14200913242009133
H91;ICD_codes;male;0.14200913242009133
D22;ICD_codes;both;0.14253942579862516
686;Phecodes;male;0.14279176201372998
371;Phecodes;female;0.143116600072648
Z11;ICD_codes;both;0.14415689446016983
H60;ICD_codes;male;0.14429223744292238
78;Phecodes;male;0.14462242562929062
Z87;ICD_codes;both;0.1447634452082491
E03;ICD_codes;female;0.14477503628447025
K29;ICD_codes;female;0.14550072568940495
573;Phecodes;male;0.14553775743707092
530;Phecodes;male;0.14553775743707092
Z88;ICD_codes;both;0.14557217953902143
535;Phecodes;female;0.1456592807845986
D23;ICD_codes;male;0.145662100456621
790;Phecodes;male;0.1459954233409611
686;Phecodes;both;0.14621304171729446
916;Phecodes;both;0.14621304171729446
474;Phecodes;male;0.14736842105263157
261;Phecodes;female;0.14892844169996367
686;Phecodes;female;0.14892844169996367
H60;ICD_codes;both;0.14981803477557623
J06;ICD_codes;male;0.1506849315068493
J03;ICD_codes;male;0.1506849315068493
F51;ICD_codes;female;0.15130624092888245
B07;ICD_codes;both;0.1514355034371209
Z02;ICD_codes;male;0.15159817351598173
N23;ICD_codes;both;0.151637687019814
H81;ICD_codes;both;0.1518398706025071
M65;ICD_codes;female;0.15239477503628446
N42;ICD_codes;male;0.15296803652968036
602;Phecodes;male;0.15331807780320367
367;Phecodes;male;0.15331807780320367
250;Phecodes;both;0.15370595382746052
351;Phecodes;both;0.1541109761036857
H60;ICD_codes;female;0.1542089985486212
519;Phecodes;male;0.15469107551487415
379;Phecodes;both;0.1547185095180235
I83;ICD_codes;female;0.1549346879535559
304;Phecodes;female;0.15510352342898656
743;Phecodes;female;0.1554667635306938
740;Phecodes;female;0.15619324373410826
Z30;ICD_codes;female;0.15638606676342526
N95;ICD_codes;both;0.15649009300444805
D50;ICD_codes;both;0.15669227658714113
D23;ICD_codes;both;0.15689446016983422
280;Phecodes;both;0.15694613203726204
454;Phecodes;female;0.15728296403922992
R03;ICD_codes;both;0.15729882733522038
J22;ICD_codes;both;0.15729882733522038
402;Phecodes;both;0.15735115431348723
78;Phecodes;both;0.15755366545159985
Z87;ICD_codes;male;0.15844748858447488
R51;ICD_codes;both;0.15851192883137888
916;Phecodes;female;0.15873592444605886
610;Phecodes;female;0.15909916454776607
339;Phecodes;both;0.16099635479951396
626;Phecodes;both;0.16099635479951396
B07;ICD_codes;female;0.16110304789550073
R42;ICD_codes;male;0.16118721461187216
D22;ICD_codes;female;0.16291727140783743
594;Phecodes;female;0.16345804576825282
M62;ICD_codes;female;0.16364296081277213
Z02;ICD_codes;both;0.1639708855640922
F43;ICD_codes;female;0.16436865021770683
B35;ICD_codes;both;0.16437525272947837
F32;ICD_codes;both;0.16457743631217145
627;Phecodes;both;0.1646415552855407
N64;ICD_codes;female;0.1650943396226415
525;Phecodes;male;0.165675057208238
D23;ICD_codes;female;0.1658200290275762
